precio_producto,costo_envio,categoria_producto,peso_producto,fotos_producto,ciudad_vendedor,estado_vendedor,estado_cliente,puntuacion_satisfaccion,comentario,dias_entrega,diferencia_estimado_real,mes_compra,anio_compra,dia_semana_compra,hora_compra,estado_orden
150.0,15.8,beleza_saude,200.0,1.0,franca,SP,RS,5,"Rcebi bem embala e be certinha, bom vendedor",18.069849537219852,17.118425925727934,2,2018,1,19,delivered
127.49,20.13,relogios_presentes,725.0,2.0,blumenau,SC,RJ,4,,29.842152777593583,-3.774212962947786,2,2018,2,22,delivered
120.0,8.26,esporte_lazer,150.0,1.0,rio de janeiro,RJ,RJ,4,,5.452337963040918,8.00229166680947,11,2017,3,13,delivered
899.0,20.38,pet_shop,1300.0,3.0,campinas,SP,SP,5,,8.405046296305954,19.538761573843658,6,2018,5,1,delivered
15.86,15.1,ferramentas_jardim,300.0,4.0,campinas,SP,RJ,3,"Foram super-educados comigo mas, a pedido foi de um marreta de 50 ccm e, o que recebi foi de 25 centimentro. 
Grato. Espero uma solução,,,",9.560555555392057,14.3504050928168,5,2017,0,2,delivered
128.9,18.15,livros_interesse_geral,1500.0,6.0,garca,SP,PR,5,Muito bem embalados,11.402060185093433,14.04208333324641,11,2017,4,13,delivered
99.9,62.73,pet_shop,850.0,2.0,patos de minas,MG,RN,5,Ótima compra! Produto excelente! Recomendo ,12.29751157388091,13.033194444607943,4,2018,0,16,delivered
185.49,19.18,esporte_lazer,2050.0,1.0,praia grande,SP,DF,1,"Falta de respeito com o consumidor, nem me procuraram pra dar uma satisfação ",24.34100694442168,-4.832395833451301,3,2018,5,11,delivered
29.0,19.04,relogios_presentes,250.0,2.0,sao paulo,SP,PA,5,,22.248784721828997,11.185405092779547,3,2018,3,13,delivered
13.99,14.1,perfumaria,50.0,1.0,sao paulo,SP,PR,3,,17.75809027813375,4.389710647985339,11,2017,0,20,delivered
74.9,15.27,informatica_acessorios,117.0,1.0,sao jose dos campos,SP,MG,3,,20.56195601867512,0.08901620376855135,2,2018,5,8,delivered
35.99,15.1,,700.0,,sao paulo,SP,GO,4,Tive que retirar na agência dos correios pois disseram que era encomenda e não tinha data de ser entregue.nao entendi o porque pois paguei o frete...,20.406458333600312,7.229409722145647,7,2017,4,8,delivered
58.0,13.53,perfumaria,430.0,1.0,maringa,PR,SP,5,,7.047048611100763,18.08416666649282,4,2018,4,20,delivered
221.5,17.31,informatica_acessorios,900.0,1.0,sao jose dos campos,SP,RJ,5,"Apesar pagar frete e ainda ter que ir aos Correios buscar a encomenda, o produto veio em bom estado e era exatamente o que eu precisava",31.69109953707084,-0.6032523149624467,2,2018,1,21,delivered
102.9,17.97,malas_acessorios,1300.0,1.0,borda da mata,MG,SP,5,,12.018032407388091,12.528854166623205,6,2017,4,10,delivered
50.9,11.75,moveis_decoracao,600.0,1.0,ibitinga,SP,SP,5,,4.909930555149913,39.30010416684672,1,2017,0,18,delivered
49.99,14.1,construcao_ferramentas_iluminacao,300.0,3.0,sao paulo,SP,RS,5,,18.965046296361834,7.056446759030223,2,2018,4,23,delivered
49.99,14.1,construcao_ferramentas_iluminacao,300.0,3.0,sao paulo,SP,RS,5,,18.965046296361834,7.056446759030223,2,2018,4,23,delivered
49.99,14.1,construcao_ferramentas_iluminacao,300.0,3.0,sao paulo,SP,RS,5,,18.965046296361834,7.056446759030223,2,2018,4,23,delivered
49.99,14.1,construcao_ferramentas_iluminacao,300.0,3.0,sao paulo,SP,RS,5,,18.965046296361834,7.056446759030223,2,2018,4,23,delivered
49.99,14.1,construcao_ferramentas_iluminacao,300.0,3.0,sao paulo,SP,RS,5,,18.965046296361834,7.056446759030223,2,2018,4,23,delivered
139.99,18.23,cool_stuff,1500.0,1.0,sao paulo,SP,RS,4,,16.389108796138316,14.109259259421378,1,2018,1,12,delivered
139.65,17.42,beleza_saude,50.0,2.0,teresopolis,RJ,RS,5,Chegou conforme anúncio.,23.193865740671754,2.167245370335877,1,2018,0,15,delivered
51.45,64.81,bebes,3000.0,2.0,barra velha,SC,ES,4,,13.253981481771916,26.102696759160608,6,2018,5,15,delivered
114.9,20.04,cama_mesa_banho,967.0,1.0,joinville,SC,RJ,5,Muito bom ,10.77750000031665,13.18582175904885,11,2017,2,0,delivered
89.0,29.02,papelaria,7750.0,2.0,campo limpo paulista,SP,CE,1,AINDA NÃO RECEBI O PRODUTO,110.35791666666046,-73.80940972222015,1,2018,3,10,delivered
394.65,20.86,beleza_saude,450.0,2.0,teresopolis,RJ,PR,3,O produto anunciado nao era exatamente o que eu recebi....no anunciado o esfigmomanometro viria com a escrita tycos ...e nao veio....,6.8351967595517635,15.317928240634501,6,2018,1,20,delivered
394.65,17.51,beleza_saude,450.0,2.0,teresopolis,RJ,MG,5,,20.636342592537403,9.406666666734964,12,2017,5,22,delivered
89.18,8.98,utilidades_domesticas,750.0,1.0,sao paulo,SP,SP,4,,6.10333333350718,6.110243055503815,3,2018,4,18,delivered
359.9,19.77,automotivo,1900.0,6.0,curitiba,PR,SC,4,Eu comprei a primeira Bota e veio a numeração certa. Ela é muito confortável. Valeu a pena.,9.828842592891306,13.306874999776483,6,2017,0,20,delivered
18.9,60.41,eletronicos,150.0,1.0,maringa,PR,RN,5,,16.54519675951451,19.96395833324641,6,2018,6,11,delivered
66.0,14.21,perfumaria,133.0,1.0,araucaria,PR,SP,5,,12.208842592313886,9.356180555652827,2,2018,3,10,delivered
139.0,29.5,ferramentas_jardim,7650.0,2.0,ilicinea,MG,MG,5,,10.30300925951451,10.085787036921829,6,2018,5,14,delivered
40.0,11.73,bebidas,1400.0,1.0,campinas,SP,SP,4,Ótimo. entrega dentro do prazo..,12.574305555783212,0.05924768513068557,11,2017,5,8,delivered
59.7,11.92,beleza_saude,650.0,1.0,sao jose do rio preto,SP,SP,4,,13.254293981473893,14.277199074160308,2,2018,5,11,delivered
107.9,15.86,esporte_lazer,400.0,1.0,ribeirao pires,SP,DF,5,"Muito rápido entrega, só tive um problema com os correios pois entregaram meus produtos em dias diferentes.",8.13195601850748,15.181527777574956,6,2018,1,16,delivered
107.9,15.86,esporte_lazer,400.0,1.0,ribeirao pires,SP,DF,5,"Muito rápido entrega, só tive um problema com os correios pois entregaram meus produtos em dias diferentes.",8.13195601850748,15.181527777574956,6,2018,1,16,delivered
29.98,7.78,telefonia,175.0,1.0,sao paulo,SP,SP,4,,4.557662037201226,9.005266203545034,2,2018,1,10,delivered
80.0,15.31,informatica_acessorios,280.0,1.0,maringa,PR,SC,4,"Houve um pequeno problema de entrega, mas ACHO QUE O PROBLEMA FOI DO CORREIO QUE ESTÁ EM GREVE PARCIAL",30.980821758974344,-2.7907175924628973,2,2018,1,19,delivered
39.9,14.1,brinquedos,200.0,3.0,sao paulo,SP,DF,4,,7.163599537219852,19.46960648149252,6,2017,5,8,delivered
325.0,13.77,beleza_saude,400.0,6.0,sao bernardo do campo,SP,SP,5,,7.80541666643694,17.34809027798474,2,2018,3,20,delivered
325.0,13.77,beleza_saude,400.0,6.0,sao bernardo do campo,SP,SP,5,,7.80541666643694,17.34809027798474,2,2018,3,20,delivered
78.9,22.26,informatica_acessorios,180.0,1.0,maringa,PR,RJ,5,,8.539363426156342,16.017685185186565,4,2018,1,10,delivered
69.99,17.74,utilidades_domesticas,5300.0,1.0,pedreira,SP,PR,2,A CADEIRA É MUITO BONITA MAIS NÃO VEIO COM A COR QUE ESTÁ NA FOTO É BEM MAIS CLARA E É BAMBA NÃO FICA FIRME NO CHÃO,14.641458333469927,9.416493055410683,9,2017,1,22,delivered
105.9,16.5,cama_mesa_banho,1600.0,1.0,ibitinga,SP,PR,5,,14.204641203861684,15.206331018358469,1,2018,2,14,delivered
119.6,11.45,moveis_escritorio,2600.0,1.0,itaquaquecetuba,SP,SP,5,,12.973657407797873,20.52535879611969,2,2017,5,12,delivered
119.6,11.45,moveis_escritorio,2600.0,1.0,itaquaquecetuba,SP,SP,5,,12.973657407797873,20.52535879611969,2,2017,5,12,delivered
49.9,9.09,moveis_decoracao,400.0,3.0,santa barbara d'oeste,SP,SP,5,"Compra excelente! Produto lindo, de ótima qualidade e entrega antes do prazo. Muito satisfeita.",2.1850231485441327,12.22359953681007,7,2017,3,14,delivered
87.96,11.82,beleza_saude,1400.0,4.0,sao paulo,SP,SP,5,,4.512974536977708,7.619768518488854,6,2017,5,20,delivered
129.9,27.64,esporte_lazer,1550.0,5.0,cascavel,PR,MG,4,,6.7814814816229045,20.300856481306255,4,2018,3,22,delivered
189.9,23.04,perfumaria,400.0,1.0,brasilia,DF,SP,5,,11.485243055503815,7.9805902778171,5,2018,4,12,delivered
22.32,18.26,informatica_acessorios,200.0,2.0,belo horizonte,MG,SP,5,,10.03567129606381,12.155104166828096,7,2018,1,19,delivered
56.99,14.15,perfumaria,250.0,2.0,santo andre,SP,RS,4,,11.849918981548399,23.243634259328246,11,2017,4,21,delivered
118.0,12.96,informatica_acessorios,188.0,1.0,maringa,PR,PR,5,,6.344675926025957,17.06777777755633,2,2018,2,14,delivered
98.99,17.97,esporte_lazer,400.0,1.0,goiania,GO,SP,5,,6.0324537036940455,13.365497685037553,8,2017,4,14,delivered
26.9,10.96,beleza_saude,114.0,1.0,sao caetano do sul,SP,SP,4,,16.590706018265337,-0.44583333330228925,3,2017,1,20,delivered
134.99,22.63,brinquedos,4200.0,1.0,laranjal paulista,SP,SP,5,,14.79657407430932,8.232002314645797,12,2017,1,23,delivered
26.26,31.67,brinquedos,1400.0,2.0,laranjal paulista,SP,SP,5,,14.79657407430932,8.232002314645797,12,2017,1,23,delivered
159.0,13.55,esporte_lazer,767.0,1.0,jau,SP,SP,5,,10.543217592407018,7.345451388973743,3,2018,5,2,delivered
175.0,38.78,automotivo,1950.0,2.0,anapolis,GO,PE,5,Produto perfeito e de ótima qualidade!!!,16.3314236109145,9.953865740913898,2,2018,2,17,delivered
24.75,12.69,moveis_decoracao,800.0,2.0,ibitinga,SP,SP,5,,10.044224536977708,5.132037037052214,9,2017,2,19,delivered
299.9,16.86,brinquedos,683.0,1.0,sao paulo,SP,RS,5,,13.32760416669771,9.02895833319053,9,2017,3,15,delivered
19.9,9.44,esporte_lazer,1388.0,4.0,salto,SP,SP,5,,3.7133333329111338,8.335729166865349,5,2018,5,22,delivered
149.9,53.4,informatica_acessorios,533.0,1.0,recife,PE,SP,5,"Produto original!!!!
Chegou antes do prazo!!!!
Super recomendo!!!!
Comprarei outras vezes tranquilamente!!!!",5.38290509255603,16.10376157425344,7,2018,3,12,delivered
198.0,15.14,brinquedos,850.0,4.0,sao paulo,SP,ES,5,,11.249953703954816,12.01202546292916,12,2017,1,17,delivered
49.0,13.44,ferramentas_jardim,1500.0,2.0,sao jose do rio preto,SP,SP,5,Otimo produto.,12.178796296473593,7.25771990744397,11,2017,6,13,delivered
69.0,42.3,industria_comercio_e_negocios,7225.0,2.0,guarulhos,SP,SP,4,,11.79797453712672,9.28231481462717,6,2018,3,22,delivered
119.0,27.13,ferramentas_jardim,2900.0,4.0,santo andre,SP,SC,3,,12.08300925930962,7.301006944384426,8,2018,3,14,delivered
388.9,18.77,eletroportateis,5908.0,4.0,rio de janeiro,RJ,RJ,5,"O produto foi entregue em dois dias.
Bem antes do prazo determinado.
Excelente prazo de entrega",1.4883217592723668,14.143946759402752,10,2017,1,8,delivered
69.9,19.98,moveis_decoracao,2600.0,6.0,sao paulo,SP,RJ,5,,23.528587962966412,0.047291666734963655,1,2018,1,10,delivered
349.9,24.38,beleza_saude,900.0,1.0,curitiba,PR,TO,5,,9.727604166604578,45.56589120393619,1,2017,1,16,delivered
23.89,9.34,eletrodomesticos,700.0,2.0,sao paulo,SP,SP,3,,8.23168981494382,4.189201388973743,11,2017,4,13,delivered
135.0,23.53,moveis_decoracao,6200.0,2.0,porto ferreira,SP,SC,5,Produto de ótima qualidade. Ainda falta instalar. Mas é muito bonito.,7.681261573918164,20.4140625,5,2018,0,21,delivered
23.9,7.43,relogios_presentes,300.0,4.0,sao paulo,SP,SP,4,,1.3219444444403052,6.102916666772217,7,2018,3,13,delivered
99.9,14.45,brinquedos,625.0,4.0,sao paulo,SP,DF,1,"O site da lannister tem que encontrar melhores parceiros para seu negócio, produto entregue não foi o comprado e a embalagem em que veio era apenas um papelão enrolado. Arrependido pela compra.",18.313761573750526,2.235462963115424,11,2017,5,10,delivered
99.9,23.02,malas_acessorios,600.0,3.0,sao paulo,SP,PI,1,,14.624918981455266,13.309803240932524,2,2018,4,1,delivered
149.0,73.63,cama_mesa_banho,6550.0,1.0,brusque,SC,BA,5,"Recebi o produto antes do prazo, recomendo o baratheon.",17.241319444030523,12.133032407611609,6,2018,2,15,delivered
199.0,18.13,eletronicos,6200.0,5.0,sao paulo,SP,SP,4,,6.227303240913898,6.347395833116025,7,2017,2,10,delivered
199.0,18.13,eletronicos,6200.0,5.0,sao paulo,SP,SP,4,,6.227303240913898,6.347395833116025,7,2017,2,10,delivered
29.9,15.1,informatica_acessorios,50.0,2.0,videira,SC,SP,3,olha eu comprei dois produtos mas so foi entregue apenas um? espero que entregue a memoria tambem...30 dias pra intregar um simples produto e muito descaso com o cliente; acredito eu...,10.294421296101063,24.119120370596647,2,2018,1,14,delivered
99.0,14.56,cool_stuff,2100.0,4.0,rio do sul,SC,PR,4,,5.958356481511146,15.292534722015262,11,2017,0,17,delivered
113.0,29.19,esporte_lazer,1625.0,1.0,ribeirao preto,SP,PE,4,,28.85583333298564,6.300104166846722,5,2017,2,20,delivered
449.9,25.08,beleza_saude,775.0,3.0,bombinhas,SC,MG,5,,7.737291666679084,23.387592592742294,7,2018,4,21,delivered
538.9,24.26,utilidades_domesticas,2900.0,4.0,joinville,SC,PR,4,não utilizei o produto ainda,17.969155092723668,6.422164351679385,5,2017,5,14,delivered
35.9,16.44,informatica_acessorios,250.0,2.0,belo horizonte,MG,SP,5,,7.316215277649462,14.100092592649162,7,2018,1,14,delivered
114.9,16.56,brinquedos,1017.0,4.0,joinville,SC,SP,5,"excelente loja, chegou antes do prazo e minha filha amou.",11.99966435180977,18.484571759123355,12,2017,6,12,delivered
69.9,24.62,esporte_lazer,1075.0,1.0,rio de janeiro,RJ,PE,5,,13.917430555447936,2.127245370298624,4,2018,1,22,delivered
169.9,18.44,ferramentas_jardim,2375.0,5.0,sao ludgero,SC,SP,5,,10.00104166707024,11.527939814608544,5,2017,4,11,delivered
449.9,30.43,esporte_lazer,158.0,1.0,curitiba,PR,PE,5,,20.019293981604278,9.394444444216788,6,2018,2,14,delivered
389.0,29.17,esporte_lazer,3450.0,5.0,sao paulo,SP,SP,5,,5.47579861106351,9.181296296417713,2,2018,4,8,delivered
169.9,25.27,utilidades_domesticas,8600.0,1.0,sao paulo,SP,SP,5,,5.369791666511446,16.174722222145647,6,2018,4,10,delivered
169.0,31.45,brinquedos,3675.0,5.0,conselheiro lafaiete,MG,CE,5,,45.09650462958962,-12.547650462947786,5,2018,5,10,delivered
21.9,14.1,eletronicos,150.0,1.0,sao paulo,SP,PR,5,Ótimo produto,13.303125000093132,10.03729166649282,1,2018,2,15,delivered
33.9,7.78,utilidades_domesticas,250.0,1.0,jundiai,SP,SP,5,Ótimo produto e a entrega foi bem rápida. Parabéns ,2.313668981194496,8.123159722425044,10,2017,1,13,delivered
49.9,17.6,ferramentas_jardim,1550.0,2.0,sao jose do rio preto,SP,SC,5,,26.201759259216487,0.224479166790843,2,2018,5,13,delivered
2110.0,43.35,eletrodomesticos_2,15833.0,1.0,teresopolis,RJ,RJ,5,,11.017615740653127,18.20251157414168,5,2018,6,18,delivered
37.99,14.1,telefonia,150.0,2.0,sao paulo,SP,RJ,5,,6.915995370596647,14.127418981399387,7,2017,2,22,delivered
69.9,22.42,cama_mesa_banho,1100.0,1.0,belo horizonte,MG,RS,4,,14.322615740820765,14.704074074048549,3,2017,0,23,delivered
135.9,18.52,pet_shop,1400.0,3.0,icara,SC,RJ,5,"Entrega super rápida , recomendo o parceiro targaryen . NOTA 1000!!",13.62570601888001,12.375196759123355,5,2017,3,23,delivered
34.99,15.1,,400.0,,sao paulo,SP,MG,5,"O produto chegou em perfeitas condições, muito bem embalado e conforme descrição do site. Além de ter chegado muito antes do prazo previsto",8.47824074095115,13.955879629589617,7,2017,1,13,delivered
24.9,17.6,moveis_decoracao,900.0,2.0,ibitinga,SP,RJ,1,Não recebi o produto,32.18151620356366,-11.607685185037553,2,2018,3,10,delivered
38.0,15.1,papelaria,250.0,2.0,sao paulo,SP,MG,1,"Fiz a compra em fevereiro e até agora NADA!!! Nenhuma satisfação, nenhum contato...NADA!!!",59.93170138867572,-35.76717592589557,2,2018,5,20,delivered
66.9,15.22,informatica_acessorios,300.0,3.0,brasilia,DF,MG,5,,5.309479166287929,23.065902777947485,1,2018,4,14,delivered
55.0,15.49,relogios_presentes,200.0,5.0,sao paulo,SP,DF,5,"Produto como se apresenta no site , entrega no tempo previsto, muito bem embalado. Enfim recomendo.",7.581608796492219,7.014074074104428,7,2018,2,9,delivered
69.99,9.34,brinquedos,500.0,2.0,sao paulo,SP,SP,5,,2.8105208328925073,18.330833333544433,11,2017,0,20,delivered
33.5,12.79,perfumaria,150.0,1.0,ribeirao preto,SP,SP,5,,15.172546295914799,11.299236111342907,5,2018,3,12,delivered
137.9,23.77,pet_shop,925.0,3.0,icara,SC,SP,5,,4.716331018134952,17.411967592779547,8,2018,3,20,delivered
122.99,18.14,,400.0,,guarulhos,SP,PE,3,produto corresponde ao mesmo do anúncio.,15.455509259365499,15.139270833227783,2,2018,2,9,delivered
45.0,18.23,informatica_acessorios,200.0,1.0,jacarei,SP,MG,4,Muito atenciosos.,12.6747453706339,9.045277777593583,3,2018,4,6,delivered
57.0,13.46,beleza_saude,725.0,1.0,nova iguacu,RJ,RJ,3,,1.4785763891413808,19.042442129459232,3,2018,3,11,delivered
59.0,13.46,beleza_saude,800.0,1.0,lencois paulista,SP,RJ,3,,1.4785763891413808,19.042442129459232,3,2018,3,11,delivered
33.0,8.88,utilidades_domesticas,575.0,4.0,sao paulo,SP,SP,4,,3.2332175928168,8.175393518526107,3,2018,0,14,delivered
149.84,18.3,informatica_acessorios,922.0,1.0,itauna,MG,SP,5,,7.321793981362134,15.102037037257105,6,2017,1,13,delivered
159.0,16.46,moveis_decoracao,3100.0,3.0,sao paulo,SP,SP,2,"O site do stark consta meu pedido como totalmente entregue, mas recebi apenas 1 de 3 itens. Já comprei antes com a targaryen e gostei, a entrega foi super rápida. Mas não concordo com constar meu pedi",2.3912847223691642,20.15112268505618,5,2018,3,10,delivered
159.0,16.46,moveis_decoracao,2750.0,1.0,sao paulo,SP,SP,2,"O site do stark consta meu pedido como totalmente entregue, mas recebi apenas 1 de 3 itens. Já comprei antes com a targaryen e gostei, a entrega foi super rápida. Mas não concordo com constar meu pedi",2.3912847223691642,20.15112268505618,5,2018,3,10,delivered
39.99,1.98,instrumentos_musicais,300.0,2.0,limeira,SP,SP,2,"O site do stark consta meu pedido como totalmente entregue, mas recebi apenas 1 de 3 itens. Já comprei antes com a targaryen e gostei, a entrega foi super rápida. Mas não concordo com constar meu pedi",2.3912847223691642,20.15112268505618,5,2018,3,10,delivered
58.0,7.87,bebidas,250.0,1.0,vicente de carvalho,SP,SP,5,"Correu tudo perfeito, preço, produto e prazo de entrega.",4.21908564819023,14.311041666660458,4,2018,5,11,delivered
80.0,18.44,eletrodomesticos,150.0,1.0,praia grande,SP,RS,5,tdo certo entrega correta ,20.88842592621222,10.51840277761221,5,2018,5,14,delivered
53.9,0.0,ferramentas_jardim,1550.0,2.0,sao jose do rio preto,SP,PR,5,,12.942303240764886,13.38827546313405,4,2018,2,16,delivered
59.99,16.18,moveis_decoracao,350.0,3.0,limeira,SP,GO,3,,44.526319444645196,-21.89920138893649,3,2018,0,8,delivered
39.9,7.39,esporte_lazer,117.0,1.0,ribeirao pires,SP,SP,5,ultra rapido,4.250833333469927,11.15145833324641,5,2018,6,14,delivered
39.9,7.39,esporte_lazer,117.0,1.0,ribeirao pires,SP,SP,5,ultra rapido,4.250833333469927,11.15145833324641,5,2018,6,14,delivered
110.65,37.69,relogios_presentes,458.0,1.0,ribeirao preto,SP,PE,4,,11.322986111044884,25.257951389066875,8,2018,2,10,delivered
68.9,18.58,bebes,188.0,5.0,sorocaba,SP,DF,5,,7.318692129570991,14.092453703749925,6,2018,3,14,delivered
26.0,16.11,eletrodomesticos,500.0,3.0,praia grande,SP,RJ,3,,12.618668981362134,9.394328703638166,6,2017,3,23,delivered
26.0,16.11,eletrodomesticos,500.0,3.0,praia grande,SP,RJ,5,,12.618668981362134,9.394328703638166,6,2017,3,23,delivered
44.0,13.61,automotivo,400.0,5.0,florianopolis,SC,SC,5,,13.24780092574656,8.260520833544433,5,2018,3,11,delivered
109.9,23.35,cama_mesa_banho,1300.0,2.0,ibitinga,SP,ES,4,Muito bom atendimento e dentro do prazo de entrega,8.223668981809169,11.139722221996635,3,2018,2,15,delivered
129.99,18.16,cool_stuff,1600.0,1.0,sao paulo,SP,MG,5,Muito bom os produtos,6.581319444347173,17.37585648149252,6,2017,6,1,delivered
569.0,25.69,relogios_presentes,550.0,1.0,ribeirao preto,SP,BA,1,Comprei faz meses esse relógio e até a presente data não recebi e me sinto lesado e prejudicado pois comprei com antecedência para dar de presente e não chegou até agora!,34.78984953695908,-6.7162962961010635,4,2018,3,22,delivered
56.0,16.36,moveis_decoracao,650.0,1.0,santo andre,SP,RJ,5,,22.047523148357868,10.264247685205191,3,2018,4,16,delivered
29.5,16.05,eletronicos,200.0,1.0,sao paulo,SP,RS,5,,15.090567129664123,16.296875,3,2017,4,14,delivered
288.02,40.24,utilidades_domesticas,15400.0,3.0,sao jose dos campos,SP,SP,5,,8.541469907388091,5.988240740727633,4,2018,4,11,delivered
60.0,11.15,eletronicos,1177.0,1.0,sao paulo,SP,SP,3,O cabo chegou no prazo tá tudo certo Por enquanto vou testá-lo para ver a qualidade do produto,4.985729166772217,14.078819444403052,5,2018,3,22,delivered
59.9,11.81,moveis_decoracao,950.0,1.0,ibitinga,SP,SP,5,,10.86895833350718,12.447881944477558,4,2017,6,16,delivered
59.7,11.92,beleza_saude,650.0,1.0,sao jose do rio preto,SP,SP,3,,7.755578703712672,17.510763888712972,1,2018,5,17,delivered
199.99,9.16,beleza_saude,400.0,3.0,sao paulo,SP,SP,5,"Estou satisfeito com o produto e o prazo de entrega foi cumprido , eu recomendo.",3.824282407294959,11.413518518675119,4,2018,3,18,delivered
369.9,38.25,eletronicos,10550.0,3.0,osasco,SP,MG,1,Ainda tenho esperança de receber o produto. Aparentemente o problema foi no Correio.,39.89730324083939,-12.748124999925494,2,2018,1,20,delivered
87.0,34.7,utilidades_domesticas,1650.0,3.0,limeira,SP,SP,4,"Chegou tudo certo, dentro do prazo",5.060300926212221,25.276053240522742,6,2018,1,15,delivered
229.99,12.81,cool_stuff,2200.0,1.0,sao paulo,SP,SP,5,,4.656539351679385,8.988472222350538,2,2018,1,8,delivered
29.99,15.23,fashion_bolsas_e_acessorios,200.0,5.0,porto alegre,RS,SP,5,,4.70456018531695,19.42172453692183,4,2018,0,20,delivered
18.9,14.52,papelaria,2000.0,1.0,araraquara,SP,SC,5,,12.11159722181037,18.41247685207054,5,2017,5,11,delivered
124.99,14.62,bebes,375.0,1.0,belo horizonte,MG,SP,5,,6.2735185185447335,17.253518518526107,1,2018,5,11,delivered
59.9,19.11,informatica_acessorios,100.0,1.0,brasilia,DF,BA,3,,14.95273148175329,8.33105324069038,5,2018,6,17,delivered
114.9,19.08,cama_mesa_banho,1850.0,1.0,piracicaba,SP,RJ,5,,9.768356481567025,20.58694444457069,2,2017,5,15,delivered
34.39,12.9,eletroportateis,250.0,2.0,sao paulo,SP,SP,5,,8.74673611111939,13.150081018451601,8,2018,3,2,delivered
159.0,21.6,brinquedos,2900.0,2.0,serra negra,SP,MG,4,"o produto chegou antes do prazo, e gostei bastante!! agora meu rapazinho de 3 aninhos vai aproveitar ao maximo!!",9.377511574421078,13.230810184963048,7,2017,0,9,delivered
159.0,14.13,papelaria,2000.0,7.0,campo limpo paulista,SP,SP,5,Linda mochila e os kits minha menina amou super recomendo.,8.963784722145647,10.34048611111939,5,2017,2,16,delivered
109.9,11.86,cama_mesa_banho,1050.0,1.0,piracicaba,SP,SP,4,,4.194479166530073,12.217627314850688,5,2018,5,14,delivered
65.0,18.0,livros_tecnicos,1900.0,1.0,presidente prudente,SP,MG,2,,6.818425925914198,23.229756944347173,2,2018,1,22,delivered
95.9,23.47,automotivo,1400.0,3.0,cajamar,SP,PR,5,"ótimo produto, revendedor confiável. recomendo",8.221886574290693,5.334317129570991,8,2018,2,10,delivered
74.9,13.18,livros_interesse_geral,500.0,2.0,maua,SP,SP,5,Tudo ótimo,12.35653935186565,-1.8202430554665625,8,2018,0,11,delivered
40.5,14.1,alimentos_bebidas,800.0,7.0,belo horizonte,MG,RJ,5,,9.313449074048549,8.228009259328246,9,2017,6,11,delivered
499.9,101.29,moveis_escritorio,18950.0,3.0,pinhais,PR,SP,4,,17.48653935175389,3.4853935185819864,3,2018,4,0,delivered
89.98,19.51,moveis_escritorio,7133.0,1.0,itaquaquecetuba,SP,SP,4,,21.043321759440005,12.522349536884576,3,2018,4,10,delivered
49.0,13.41,ferramentas_jardim,1550.0,2.0,sao jose do rio preto,SP,SP,5,Produto muito bonito ,10.530381944496185,8.946574074216187,11,2017,5,12,delivered
48.9,13.37,papelaria,800.0,2.0,campo limpo paulista,SP,SP,5,,6.933842592407018,12.279259259346873,7,2017,4,18,delivered
589.0,37.48,ferramentas_jardim,6950.0,5.0,divinopolis,MG,RJ,1,,15.833819444291294,8.625219907611609,5,2017,1,12,delivered
18.9,25.63,cama_mesa_banho,250.0,1.0,ibitinga,SP,PE,5,Excelente,22.20434027770534,26.31076388899237,6,2017,2,11,delivered
61.9,15.19,automotivo,350.0,1.0,sao paulo,SP,SC,5,Produto entregue bem antes do prazo estão de parabéns nota dez em.todos os quesitos grato Marcelo,17.143576388712972,9.189710648264736,8,2017,2,16,delivered
29.0,7.46,relogios_presentes,250.0,5.0,sao paulo,SP,SP,3,bom,5.110393518581986,4.175821759272367,7,2018,5,17,delivered
86.9,16.24,cama_mesa_banho,1383.0,1.0,ibitinga,SP,SP,5,,7.340567129664123,12.000439814757556,2,2018,5,15,delivered
88.9,14.92,papelaria,2283.0,1.0,borda da mata,MG,SP,4,,12.916759259533137,13.162118055392057,6,2018,5,22,delivered
238.0,17.92,cool_stuff,1650.0,1.0,montenegro,RS,SP,5,,11.505879629869014,28.032546296250075,1,2018,4,11,delivered
23.4,8.27,esporte_lazer,300.0,2.0,itu,SP,SP,5,produto correto e entregue bem antes do prazo combinado.,6.327175925951451,13.154930555727333,12,2017,3,12,delivered
149.0,44.89,informatica_acessorios,1238.0,1.0,maringa,PR,MA,5,produto chegou no prazo e em perfeito estado.,15.324780092574656,12.192893518600613,10,2017,2,11,delivered
149.0,44.89,informatica_acessorios,1238.0,1.0,maringa,PR,MA,5,produto chegou no prazo e em perfeito estado.,15.324780092574656,12.192893518600613,10,2017,2,11,delivered
139.0,15.73,automotivo,5417.0,1.0,guarulhos,SP,SP,5,,7.821250000037253,2.334664351772517,5,2017,1,20,delivered
109.99,19.68,pet_shop,156.0,1.0,rio de janeiro,RJ,BA,5,Parabéns.,14.029756944160908,13.24405092606321,6,2018,5,17,delivered
39.9,12.48,,200.0,,belo horizonte,MG,MG,5,Excelente,5.256840277928859,10.109826388768852,9,2017,3,15,delivered
35.97,13.39,cama_mesa_banho,400.0,1.0,betim,MG,SP,4,,6.013240740634501,15.280127314850688,1,2018,2,16,delivered
31.9,13.39,cama_mesa_banho,600.0,1.0,ibitinga,SP,SP,4,,6.013240740634501,15.280127314850688,1,2018,2,16,delivered
